#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 908: Alpine Meadows, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qc flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qa flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Density           Value       None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qc flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qa flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Alpine Meadows (908) 
# Washington  SNOTEL Site - 3500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 19, 2022 10:09:41 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values
2009-06-17,34.6,V,,67.8,V,U
2009-06-18,33.6,V,,67.2,V,U
2009-06-19,32.8,V,,69.8,V,U
2009-06-20,31.7,V,,68.9,V,U
2009-06-21,30.7,V,,68.2,V,U
2009-06-22,30.1,V,,70.0,V,U
2009-06-23,29.2,V,,69.5,V,U
2009-06-24,28.0,V,,71.8,V,U
2009-06-25,26.6,V,,73.9,V,U
2009-06-26,25.5,V,,72.9,V,U
2009-06-27,24.5,V,,72.1,V,U
2009-06-28,22.9,V,,73.9,V,U
2009-06-29,21.6,V,,74.5,V,U
2009-06-30,20.2,V,,74.8,V,U
2009-07-01,18.7,V,,77.9,V,U
2009-07-02,16.9,V,,80.5,V,U
2009-07-03,14.7,V,,81.7,V,U
2009-07-04,12.4,V,,82.7,V,U
2009-07-05,10.2,V,,85.0,V,U
2009-07-06,7.9,V,,98.8,V,U
2009-07-07,6.8,V,,,,
2009-07-08,5.9,V,,,,
2009-07-09,4.7,V,,,,
2009-07-10,3.1,V,,,,
2009-07-11,0.8,V,,,,
2009-07-12,0.1,V,,,,
2009-07-13,0.0,E,,,,
2009-07-14,0.0,E,,,,
2009-07-15,0.0,E,,,,
2009-07-16,0.0,E,,,,
2009-07-17,0.0,V,,,,
2009-07-18,0.0,V,,,,
2009-07-19,0.0,V,,,,
2009-07-20,0.0,E,,,,
2009-07-21,0.0,V,,,,
2009-07-22,0.0,V,,,,
2009-07-23,0.0,V,,,,
2009-07-24,0.0,E,,,,
2009-07-25,0.0,V,,,,
2009-07-26,0.0,E,,,,
2009-07-27,0.0,E,,,,
2009-07-28,0.0,E,,,,
2009-07-29,0.0,E,,,,
2009-07-30,0.0,E,,,,
2009-07-31,0.0,E,,,,
2009-08-01,0.0,E,,,,
2009-08-02,0.0,E,,,,
2009-08-03,0.0,E,,,,
2009-08-04,0.0,E,,,,
2009-08-05,0.0,E,,,,
2009-08-06,0.0,E,,,,
2009-08-07,0.0,V,,,,
2009-08-08,0.0,E,,,,
2009-08-09,0.0,E,,,,
2009-08-10,0.0,E,,,,
2009-08-11,0.0,E,,,,
2009-08-12,0.0,E,,,,
2009-08-13,0.0,E,,,,
2009-08-14,0.0,E,,,,
2009-08-15,0.0,E,,,,
2009-08-16,0.0,E,,,,
2009-08-17,0.0,E,,,,
2009-08-18,0.0,V,,,,
2009-08-19,0.0,V,,,,
2009-08-20,0.0,E,,,,
2009-08-21,0.0,E,,,,
2009-08-22,0.0,E,,,,
2009-08-23,0.0,E,,,,
2009-08-24,0.0,E,,,,
2009-08-25,0.0,V,,,,
2009-08-26,0.0,V,,,,
2009-08-27,0.0,V,,,,
2009-08-28,0.0,V,,,,
2009-08-29,0.0,V,,,,
2009-08-30,0.0,E,,,,
2009-08-31,0.0,E,,,,
2009-09-01,0.0,E,,,,
2009-09-02,0.0,V,,,,
2009-09-03,0.0,V,,,,
2009-09-04,0.0,E,,,,
2009-09-05,0.0,E,,,,
2009-09-06,0.0,E,,,,
2009-09-07,0.0,E,,,,
2009-09-08,0.0,E,,,,
2009-09-09,0.0,E,,,,
2009-09-10,0.0,E,,,,
2009-09-11,0.0,E,,,,
2009-09-12,0.0,V,,,,
2009-09-13,0.0,E,,,,
2009-09-14,0.0,V,,,,
2009-09-15,0.0,E,,,,
2009-09-16,0.0,V,,,,
2009-09-17,0.0,E,,,,
2009-09-18,0.0,V,,,,
2009-09-19,0.0,V,,,,
2009-09-20,0.0,E,,,,
2009-09-21,0.0,E,,,,
2009-09-22,0.0,E,,,,
2009-09-23,0.0,E,,,,
2009-09-24,0.0,V,,,,
2009-09-25,0.0,E,,,,
2009-09-26,0.0,E,,,,
2009-09-27,0.0,E,,,,
2009-09-28,0.0,E,,,,
2009-09-29,0.0,E,,,,
2009-09-30,0.0,E,,,,
2009-10-01,0.0,E,,,,
2009-10-02,0.0,E,,,,
2009-10-03,0.0,E,,,,
2009-10-04,0.0,E,,,,
2009-10-05,0.0,E,,,,
2009-10-06,0.0,E,,,,
2009-10-07,0.0,E,,,,
2009-10-08,0.0,E,,,,
2009-10-09,0.0,E,,,,
2009-10-10,0.0,E,,,,
2009-10-11,0.0,E,,,,
2009-10-12,0.0,E,,,,
2009-10-13,0.0,E,,,,
2009-10-14,0.0,E,,,,
2009-10-15,0.0,E,,,,
2009-10-16,0.0,E,,,,
2009-10-17,0.0,E,,,,
2009-10-18,0.0,E,,,,
2009-10-19,0.0,E,,,,
2009-10-20,0.0,E,,,,
2009-10-21,0.0,E,,,,
2009-10-22,0.0,E,,,,
2009-10-23,0.0,E,,,,
2009-10-24,0.0,E,,,,
2009-10-25,0.0,E,,,,
2009-10-26,0.4,V,,,,
2009-10-27,0.5,V,,,,
2009-10-28,1.1,V,,36.7,V,U
2009-10-29,1.3,V,,65.0,V,U
2009-10-30,1.5,V,,75.0,V,U
2009-10-31,0.5,V,,,,
2009-11-01,0.3,V,,,,
2009-11-02,0.0,E,,,,
2009-11-03,0.0,E,,,,
2009-11-04,0.0,E,,,,
2009-11-05,0.0,E,,,,
2009-11-06,0.0,E,,,,
2009-11-07,3.1,V,,25.8,V,U
2009-11-08,4.9,V,,28.8,V,U
2009-11-09,5.5,V,,30.6,V,U
2009-11-10,6.2,V,,34.4,V,U
2009-11-11,7.5,V,,34.1,V,U
2009-11-12,7.7,V,,33.5,V,U
2009-11-13,7.8,V,,33.9,V,U
2009-11-14,9.0,V,,30.0,V,U
2009-11-15,9.0,V,,32.1,V,U
2009-11-16,10.0,V,,37.0,V,U
2009-11-17,9.6,V,,45.7,V,U
2009-11-18,10.2,V,,42.5,V,U
2009-11-19,11.0,V,,36.7,V,U
2009-11-20,11.1,V,,38.3,V,U
2009-11-21,11.3,V,,40.4,V,U
2009-11-22,11.7,V,,39.0,V,U
2009-11-23,12.6,V,,35.0,V,U
2009-11-24,13.6,V,,37.8,V,U
2009-11-25,13.2,V,,38.8,V,U
2009-11-26,13.0,V,,39.4,V,U
2009-11-27,12.9,V,,43.0,V,U
2009-11-28,12.6,V,,42.0,V,U
2009-11-29,13.0,V,,44.8,V,U
2009-11-30,12.7,V,,43.8,V,U
2009-12-01,12.7,V,,45.4,V,U
2009-12-02,12.5,V,,44.6,V,U
2009-12-03,12.3,V,,43.9,V,U
2009-12-04,12.4,V,,44.3,V,U
2009-12-05,12.3,V,,45.6,V,U
2009-12-06,12.3,V,,45.6,V,U
2009-12-07,12.1,V,,44.8,V,U
2009-12-08,12.1,V,,44.8,V,U
2009-12-09,11.1,V,,41.1,V,U
2009-12-10,10.6,V,,39.3,V,U
2009-12-11,12.0,V,,44.4,V,U
2009-12-12,12.3,V,,45.6,V,U
2009-12-13,11.6,V,,43.0,V,U
2009-12-14,11.0,V,,36.7,V,U
2009-12-15,10.9,V,,33.0,V,U
2009-12-16,11.3,V,,34.2,V,U
2009-12-17,11.2,V,,35.0,V,U
2009-12-18,10.9,V,,35.2,V,U
2009-12-19,10.8,V,,37.2,V,U
2009-12-20,11.0,V,,39.3,V,U
2009-12-21,11.0,V,,42.3,V,U
2009-12-22,11.5,V,,39.7,V,U
2009-12-23,11.8,V,,38.1,V,U
2009-12-24,12.1,V,,40.3,V,U
2009-12-25,12.5,V,,41.7,V,U
2009-12-26,12.7,V,,43.8,V,U
2009-12-27,12.9,V,,44.5,V,U
2009-12-28,12.9,V,,46.1,V,U
2009-12-29,13.3,V,,44.3,V,U
2009-12-30,13.7,V,,45.7,V,U
2009-12-31,15.0,V,,45.5,V,U
2010-01-01,15.9,V,,49.7,V,U
2010-01-02,16.3,V,,50.9,V,U
2010-01-03,16.3,V,,50.9,V,U
2010-01-04,15.9,V,,49.7,V,U
2010-01-05,16.1,V,,51.9,V,U
2010-01-06,15.5,V,,51.7,V,U
2010-01-07,15.1,V,,50.3,V,U
2010-01-08,15.1,V,,50.3,V,U
2010-01-09,15.6,V,,55.7,V,U
2010-01-10,15.0,V,,55.6,V,U
2010-01-11,15.0,V,,55.6,V,U
2010-01-12,14.8,V,,56.9,V,U
2010-01-13,14.4,V,,57.6,V,U
2010-01-14,14.5,V,,55.8,V,U
2010-01-15,14.6,V,,56.2,V,U
2010-01-16,14.7,V,,56.5,V,U
2010-01-17,14.6,V,,56.2,V,U
2010-01-18,14.6,V,,54.1,V,U
2010-01-19,14.7,V,,56.5,V,U
2010-01-20,14.5,V,,58.0,V,U
2010-01-21,14.4,V,,55.4,V,U
2010-01-22,14.4,V,,57.6,V,U
2010-01-23,14.1,V,,56.4,V,U
2010-01-24,14.5,V,,55.8,V,U
2010-01-25,14.7,V,,54.4,V,U
2010-01-26,15.1,V,,53.9,V,U
2010-01-27,15.0,V,,53.6,V,U
2010-01-28,15.2,V,,54.3,V,U
2010-01-29,15.2,V,,56.3,V,U
2010-01-30,15.3,V,,58.8,V,U
2010-01-31,15.9,V,,61.2,V,U
2010-02-01,16.1,V,,61.9,V,U
2010-02-02,16.1,V,,61.9,V,U
2010-02-03,16.3,V,,62.7,V,U
2010-02-04,16.1,V,,61.9,V,U
2010-02-05,16.1,V,,61.9,V,U
2010-02-06,16.3,V,,62.7,V,U
2010-02-07,15.9,V,,61.2,V,U
2010-02-08,16.0,V,,61.5,V,U
2010-02-09,16.3,V,,62.7,V,U
2010-02-10,16.2,V,,62.3,V,U
2010-02-11,15.5,V,,53.4,V,U
2010-02-12,17.0,V,,65.4,V,U
2010-02-13,17.7,V,,65.6,V,U
2010-02-14,17.9,V,,66.3,V,U
2010-02-15,17.8,V,,65.9,V,U
2010-02-16,17.6,V,,65.2,V,U
2010-02-17,17.4,V,,66.9,V,U
2010-02-18,17.4,V,,64.4,V,U
2010-02-19,17.4,V,,66.9,V,U
2010-02-20,17.2,V,,66.2,V,U
2010-02-21,16.7,V,,64.2,V,U
2010-02-22,15.2,V,,58.5,V,U
2010-02-23,14.3,V,,55.0,V,U
2010-02-24,13.9,V,,53.5,V,U
2010-02-25,14.3,V,,49.3,V,U
2010-02-26,15.0,V,,50.0,V,U
2010-02-27,15.5,V,,53.4,V,U
2010-02-28,16.3,V,,58.2,V,U
2010-03-01,16.9,V,,60.4,V,U
2010-03-02,17.4,V,,62.1,V,U
2010-03-03,18.0,V,,66.7,V,U
2010-03-04,18.0,V,,66.7,V,U
2010-03-05,18.0,V,,66.7,V,U
2010-03-06,18.2,V,,67.4,V,U
2010-03-07,18.4,V,,68.1,V,U
2010-03-08,18.6,V,,64.1,V,U
2010-03-09,18.7,V,,64.5,V,U
2010-03-10,19.2,V,,64.0,V,U
2010-03-11,19.7,V,,57.9,V,U
2010-03-12,21.5,V,,52.4,V,U
2010-03-13,22.5,V,,54.9,V,U
2010-03-14,22.8,V,,53.0,V,U
2010-03-15,22.9,V,,54.5,V,U
2010-03-16,22.7,V,,56.8,V,U
2010-03-17,23.2,V,,59.5,V,U
2010-03-18,23.5,V,,58.8,V,U
2010-03-19,23.4,V,,58.5,V,U
2010-03-20,23.3,V,,58.2,V,U
2010-03-21,22.9,V,,60.3,V,U
2010-03-22,23.6,V,,62.1,V,U
2010-03-23,23.8,V,,59.5,V,U
2010-03-24,23.7,V,,59.2,V,U
2010-03-25,23.5,V,,61.8,V,U
2010-03-26,25.4,V,,57.7,V,U
2010-03-27,26.6,V,,56.6,V,U
2010-03-28,26.7,V,,56.8,V,U
2010-03-29,27.8,V,,60.4,V,U
2010-03-30,29.8,V,,51.4,V,U
2010-03-31,31.5,V,,47.7,V,U
2010-04-01,31.6,V,,47.2,V,U
2010-04-02,32.0,V,,47.1,V,U
2010-04-03,33.3,V,,45.0,V,U
2010-04-04,34.1,V,,43.7,V,U
2010-04-05,34.2,V,,43.8,V,U
2010-04-06,34.9,V,,43.1,V,U
2010-04-07,35.7,V,,44.1,V,U
2010-04-08,36.5,V,,44.5,V,U
2010-04-09,37.3,V,,43.9,V,U
2010-04-10,37.7,V,,44.4,V,U
2010-04-11,37.5,V,,45.2,V,U
2010-04-12,37.1,V,,45.8,V,U
2010-04-13,36.9,V,,46.7,V,U
2010-04-14,37.4,V,,47.9,V,U
2010-04-15,37.4,V,,49.2,V,U
2010-04-16,37.0,V,,49.3,V,U
2010-04-17,36.8,V,,50.4,V,U
2010-04-18,36.8,V,,51.8,V,U
2010-04-19,36.2,V,,52.5,V,U
2010-04-20,35.4,V,,52.8,V,U
2010-04-21,34.8,V,,52.7,V,U
2010-04-22,35.5,V,,52.2,V,U
2010-04-23,34.8,V,,52.7,V,U
2010-04-24,34.6,V,,52.4,V,U
2010-04-25,34.6,V,,52.4,V,U
2010-04-26,34.4,V,,52.9,V,U
2010-04-27,34.4,V,,54.6,V,U
2010-04-28,34.6,V,,54.9,V,U
2010-04-29,34.8,V,,53.5,V,U
2010-04-30,34.4,V,,52.9,V,U
2010-05-01,35.1,V,,54.0,V,U
2010-05-02,35.9,V,,53.6,V,U
2010-05-03,37.6,V,,55.3,V,U
2010-05-04,38.9,V,,51.2,V,U
2010-05-05,38.5,V,,52.7,V,U
2010-05-06,38.5,V,,51.3,V,U
2010-05-07,38.3,V,,52.5,V,U
2010-05-08,38.2,V,,53.1,V,U
2010-05-09,38.2,V,,53.8,V,U
2010-05-10,38.2,V,,56.2,V,U
2010-05-11,37.5,V,,55.1,V,U
2010-05-12,37.1,V,,56.2,V,U
2010-05-13,36.6,V,,56.3,V,U
2010-05-14,36.2,V,,56.6,V,U
2010-05-15,35.4,V,,57.1,V,U
2010-05-16,34.5,V,,58.5,V,U
2010-05-17,33.6,V,,58.9,V,U
2010-05-18,32.7,V,,59.5,V,U
2010-05-19,32.2,V,,59.6,V,U
2010-05-20,31.4,V,,60.4,V,U
2010-05-21,31.8,V,,57.8,V,U
2010-05-22,31.7,V,,58.7,V,U
2010-05-23,32.1,V,,58.4,V,U
2010-05-24,32.9,V,,57.7,V,U
2010-05-25,32.5,V,,58.0,V,U
2010-05-26,32.3,V,,59.8,V,U
2010-05-27,32.3,V,,62.1,V,U
2010-05-28,31.8,V,,62.4,V,U
2010-05-29,31.7,V,,63.4,V,U
2010-05-30,31.1,V,,63.5,V,U
2010-05-31,30.4,V,,63.3,V,U
2010-06-01,29.8,V,,64.8,V,U
2010-06-02,29.0,V,,64.4,V,U
2010-06-03,28.0,V,,65.1,V,U
2010-06-04,27.1,V,,64.5,V,U
2010-06-05,26.4,V,,64.4,V,U
2010-06-06,25.4,V,,65.1,V,U
2010-06-07,24.5,V,,66.2,V,U
2010-06-08,23.6,V,,65.6,V,U
2010-06-09,22.7,V,,68.8,V,U
2010-06-10,21.6,V,,67.5,V,U
2010-06-11,20.9,V,,69.7,V,U
2010-06-12,20.0,V,,69.0,V,U
2010-06-13,18.6,V,,68.9,V,U
2010-06-14,17.5,V,,70.0,V,U
2010-06-15,16.7,V,,72.6,V,U
2010-06-16,16.2,V,,70.4,V,U
2010-06-17,15.7,V,,71.4,V,U
2010-06-18,15.1,V,,71.9,V,U
2010-06-19,13.4,V,,74.4,V,U
2010-06-20,12.5,V,,73.5,V,U
2010-06-21,11.8,V,,78.7,V,U
2010-06-22,10.7,V,,76.4,V,U
2010-06-23,9.1,V,,75.8,V,U
2010-06-24,6.9,V,,86.2,V,U
2010-06-25,4.8,V,,96.0,V,U
2010-06-26,2.7,V,,,,
2010-06-27,0.7,V,,,,
2010-06-28,0.4,V,,,,
2010-06-29,0.0,E,,,,
2010-06-30,0.0,E,,,,
2010-07-01,0.0,E,,,,
2010-07-02,0.0,E,,,,
2010-07-03,0.0,E,,,,
2010-07-04,0.0,E,,,,
2010-07-05,0.0,E,,,,
2010-07-06,0.0,E,,,,
2010-07-07,0.0,E,,,,
2010-07-08,0.0,E,,,,
2010-07-09,0.0,V,,,,
2010-07-10,0.0,E,,,,
2010-07-11,0.0,E,,,,
2010-07-12,0.0,E,,,,
2010-07-13,0.0,E,,,,
2010-07-14,0.0,E,,,,
2010-07-15,0.0,E,,,,
2010-07-16,0.0,E,,,,
2010-07-17,0.0,E,,,,
2010-07-18,0.0,E,,,,
2010-07-19,0.0,E,,,,
2010-07-20,0.0,E,,,,
2010-07-21,0.0,E,,,,
2010-07-22,0.0,E,,,,
2010-07-23,0.0,E,,,,
2010-07-24,0.0,E,,,,
2010-07-25,0.0,E,,,,
2010-07-26,0.0,E,,,,
2010-07-27,0.0,E,,,,
2010-07-28,0.0,E,,,,
2010-07-29,0.0,E,,,,
2010-07-30,0.0,E,,,,
2010-07-31,0.0,E,,,,
2010-08-01,0.0,E,,,,
2010-08-02,0.0,E,,,,
2010-08-03,0.0,E,,,,
2010-08-04,0.0,E,,,,
2010-08-05,0.0,E,,,,
2010-08-06,0.0,E,,,,
2010-08-07,0.0,E,,,,
2010-08-08,0.0,E,,,,
2010-08-09,0.0,E,,,,
2010-08-10,0.0,E,,,,
2010-08-11,0.0,E,,,,
2010-08-12,0.0,E,,,,
2010-08-13,0.0,E,,,,
2010-08-14,0.0,E,,,,
2010-08-15,0.0,E,,,,
2010-08-16,0.0,E,,,,
2010-08-17,0.0,E,,,,
2010-08-18,0.0,E,,,,
2010-08-19,0.0,E,,,,
2010-08-20,0.0,E,,,,
2010-08-21,0.0,E,,,,
2010-08-22,0.0,E,,,,
2010-08-23,0.0,E,,,,
2010-08-24,0.0,E,,,,
2010-08-25,0.0,E,,,,
2010-08-26,0.0,E,,,,
2010-08-27,0.0,E,,,,
2010-08-28,0.0,E,,,,
2010-08-29,0.0,E,,,,
2010-08-30,0.0,E,,,,
2010-08-31,0.0,E,,,,
2010-09-01,0.0,E,,,,
2010-09-02,0.0,E,,,,
2010-09-03,0.0,E,,,,
2010-09-04,0.0,E,,,,
2010-09-05,0.0,E,,,,
2010-09-06,0.0,E,,,,
2010-09-07,0.0,E,,,,
2010-09-08,0.0,E,,,,
2010-09-09,0.0,E,,,,
2010-09-10,0.0,E,,,,
2010-09-11,0.0,E,,,,
2010-09-12,0.0,E,,,,
2010-09-13,0.0,E,,,,
2010-09-14,0.0,E,,,,
2010-09-15,0.0,E,,,,
2010-09-16,0.0,E,,,,
2010-09-17,0.0,E,,,,
2010-09-18,0.0,E,,,,
2010-09-19,0.0,E,,,,
2010-09-20,0.0,E,,,,
2010-09-21,0.0,E,,,,
2010-09-22,0.0,E,,,,
2010-09-23,0.0,E,,,,
2010-09-24,0.0,E,,,,
2010-09-25,0.0,E,,,,
2010-09-26,0.0,E,,,,
2010-09-27,0.0,E,,,,
2010-09-28,0.0,E,,,,
2010-09-29,0.0,E,,,,
2010-09-30,0.0,E,,,,
2010-10-01,0.0,E,,,,
2010-10-02,0.0,V,,,,
2010-10-03,0.0,E,,,,
2010-10-04,0.0,E,,,,
2010-10-05,0.0,E,,,,
2010-10-06,0.0,E,,,,
2010-10-07,0.0,E,,,,
2010-10-08,0.0,E,,,,
2010-10-09,0.0,E,,,,
2010-10-10,0.0,E,,,,
2010-10-11,0.0,E,,,,
2010-10-12,0.0,E,,,,
2010-10-13,0.0,E,,,,
2010-10-14,0.0,E,,,,
2010-10-15,0.0,E,,,,
2010-10-16,0.0,V,,,,
2010-10-17,0.0,V,,,,
2010-10-18,0.0,E,,,,
2010-10-19,0.0,E,,,,
2010-10-20,0.0,E,,,,
2010-10-21,0.0,E,,,,
2010-10-22,0.0,E,,,,
2010-10-23,0.0,E,,,,
2010-10-24,0.0,E,,,,
2010-10-25,0.3,V,,,,
2010-10-26,1.4,V,,,,
2010-10-27,2.7,V,,45.0,V,U
2010-10-28,2.7,V,,67.5,V,U
2010-10-29,2.4,V,,80.0,V,U
2010-10-30,2.1,V,,70.0,V,U
2010-10-31,2.0,V,,100.0,V,U
2010-11-01,1.7,V,,,,
2010-11-02,1.1,V,,,,
2010-11-03,0.7,V,,,,
2010-11-04,0.0,E,,,,
2010-11-05,0.0,E,,,,
2010-11-06,0.0,E,,,,
2010-11-07,0.0,E,,,,
2010-11-08,0.0,E,,,,
2010-11-09,1.0,V,,,,
2010-11-10,1.1,V,,,,
2010-11-11,1.1,V,,,,
2010-11-12,1.3,V,,,,
2010-11-13,1.3,V,,,,
2010-11-14,1.6,V,,,,
2010-11-15,1.2,V,,,,
2010-11-16,0.9,V,,,,
2010-11-17,0.8,V,,,,
2010-11-18,1.7,V,,85.0,V,U
2010-11-19,2.7,V,,33.8,V,U
2010-11-20,2.9,V,,29.0,V,U
2010-11-21,2.8,V,,28.0,V,U
2010-11-22,2.8,V,,23.3,V,U
2010-11-23,3.1,V,,17.2,V,U
2010-11-24,2.8,V,,16.5,V,U
2010-11-25,3.4,V,,22.7,V,U
2010-11-26,4.7,V,,27.6,V,U
2010-11-27,6.2,V,,31.0,V,U
2010-11-28,6.4,V,,30.5,V,U
2010-11-29,6.6,V,,30.0,V,U
2010-11-30,6.9,V,,31.4,V,U
2010-12-01,8.2,V,,39.0,V,U
2010-12-02,7.9,V,,39.5,V,U
2010-12-03,8.0,V,,36.4,V,U
2010-12-04,8.3,V,,34.6,V,U
2010-12-05,8.2,V,,35.7,V,U
2010-12-06,8.3,V,,37.7,V,U
2010-12-07,8.2,V,,37.3,V,U
2010-12-08,8.4,V,,40.0,V,U
2010-12-09,8.7,V,,41.4,V,U
2010-12-10,9.8,V,,37.7,V,U
2010-12-11,10.2,V,,39.2,V,U
2010-12-12,10.8,V,,45.0,V,U
2010-12-13,9.8,V,,54.4,V,U
2010-12-14,9.1,V,,45.5,V,U
2010-12-15,10.7,V,,38.2,V,U
2010-12-16,11.0,V,,35.5,V,U
2010-12-17,11.0,V,,36.7,V,U
2010-12-18,10.8,V,,36.0,V,U
2010-12-19,11.0,V,,35.5,V,U
2010-12-20,11.2,V,,35.0,V,U
2010-12-21,11.4,V,,35.6,V,U
2010-12-22,11.6,V,,37.4,V,U
2010-12-23,11.6,V,,37.4,V,U
2010-12-24,12.0,V,,37.5,V,U
2010-12-25,12.5,V,,41.7,V,U
2010-12-26,12.2,V,,40.7,V,U
2010-12-27,12.9,V,,37.9,V,U
2010-12-28,14.1,V,,37.1,V,U
2010-12-29,13.8,V,,37.3,V,U
2010-12-30,14.3,V,,32.5,V,U
2010-12-31,13.9,V,,32.3,V,U
2011-01-01,13.9,V,,33.1,V,U
2011-01-02,14.0,V,,34.1,V,U
2011-01-03,14.0,V,,35.0,V,U
2011-01-04,14.0,V,,35.0,V,U
2011-01-05,14.3,V,,35.8,V,U
2011-01-06,16.3,V,,37.0,V,U
2011-01-07,16.7,V,,39.8,V,U
2011-01-08,17.2,V,,38.2,V,U
2011-01-09,17.1,V,,37.2,V,U
2011-01-10,17.3,V,,35.3,V,U
2011-01-11,17.0,V,,35.4,V,U
2011-01-12,17.5,V,,34.3,V,U
2011-01-13,19.2,V,,37.6,V,U
2011-01-14,19.2,V,,43.6,V,U
2011-01-15,18.4,V,,44.9,V,U
2011-01-16,17.7,V,,45.4,V,U
2011-01-17,17.1,V,,47.5,V,U
2011-01-18,17.5,V,,48.6,V,U
2011-01-19,17.5,V,,44.9,V,U
2011-01-20,17.3,V,,43.2,V,U
2011-01-21,18.7,V,,44.5,V,U
2011-01-22,18.9,V,,46.1,V,U
2011-01-23,18.7,V,,47.9,V,U
2011-01-24,18.8,V,,47.0,V,U
2011-01-25,19.2,V,,48.0,V,U
2011-01-26,18.7,V,,47.9,V,U
2011-01-27,18.5,V,,48.7,V,U
2011-01-28,18.4,V,,48.4,V,U
2011-01-29,18.7,V,,49.2,V,U
2011-01-30,19.2,V,,50.5,V,U
2011-01-31,18.9,V,,49.7,V,U
2011-02-01,18.5,V,,47.4,V,U
2011-02-02,18.3,V,,46.9,V,U
2011-02-03,18.4,V,,48.4,V,U
2011-02-04,19.1,V,,51.6,V,U
2011-02-05,18.7,V,,50.5,V,U
2011-02-06,18.6,V,,50.3,V,U
2011-02-07,19.1,V,,51.6,V,U
2011-02-08,19.7,V,,44.8,V,U
2011-02-09,19.5,V,,44.3,V,U
2011-02-10,19.4,V,,44.1,V,U
2011-02-11,19.7,V,,45.8,V,U
2011-02-12,19.9,V,,46.3,V,U
2011-02-13,20.6,V,,49.0,V,U
2011-02-14,21.2,V,,48.2,V,U
2011-02-15,21.8,V,,49.5,V,U
2011-02-16,21.8,V,,45.4,V,U
2011-02-17,21.9,V,,42.9,V,U
2011-02-18,22.4,V,,40.7,V,U
2011-02-19,22.2,V,,41.1,V,U
2011-02-20,22.1,V,,41.7,V,U
2011-02-21,22.2,V,,42.7,V,U
2011-02-22,23.3,V,,40.2,V,U
2011-02-23,24.4,V,,37.0,V,U
2011-02-24,25.7,V,,34.7,V,U
2011-02-25,25.6,V,,35.1,V,U
2011-02-26,25.6,V,,36.6,V,U
2011-02-27,26.3,V,,35.5,V,U
2011-02-28,29.4,V,,35.0,V,U
2011-03-01,30.3,V,,35.6,V,U
2011-03-02,30.8,V,,35.8,V,U
2011-03-03,31.2,V,,36.7,V,U
2011-03-04,32.4,V,,35.2,V,U
